<<<<<<< Updated upstream
"WCID","NAME","COUNTRY","LAT","LONG","ALT"
47433,"Sur","OMAN",22.533,59.483,14
47440,"Surabaya Perak","INDONESIA",-7.22,112.72,3
47444,"Surat","INDIA",21.2,72.833,12
47447,"Surat Post Office","AUSTRALIA",-27.15,149.07,246
47448,"Surat Thani","THAILAND",9.12,99.35,11
47457,"Surigao","PHILIPPINES",9.75,125.5,21
47462,"Surkhet","NEPAL",28.6,81.616,720
47464,"Surprise Store","SOUTH AFRICA",-28.18,31.24,1032
47466,"Surrency 2 Wnw","UNITED STATES",31.733,-82.233,61
47472,"Surubim","BRAZIL",-7.833,-35.716,418
47489,"Sussex 1 Se","UNITED STATES",41.2,-74.6,119
47490,"Sussex, Nb","CANADA",45.72,-65.53,21
47492,"Sussundenga","MOZAMBIQUE",-19.333,33.216,635
47499,"Sutatenza","COLOMBIA",5.01,-73.46,1930
47518,"Suwalki","POLAND",54.133,22.95,184
47530,"Sverdlovsk","RUSSIAN FEDERATION",56.8,60.6,237
47535,"Swainsboro","UNITED STATES",32.583,-82.366,99
47537,"Swan Falls Power House","UNITED STATES",43.25,-116.383,709
47544,"Swan Lake","UNITED STATES",47.916,-113.833,972
47548,"Swan Valley 2 E","UNITED STATES",43.45,-111.3,1634
47551,"Swansea","AUSTRALIA",-42.133,148.083,7
47558,"Swea City","UNITED STATES",43.383,-94.316,372
47559,"Sweet Springs","UNITED STATES",38.97,-93.42,207
47561,"Sweetgrass","UNITED STATES",49,-111.95,1056
47562,"Sweida","SYRIA",32.7,36.583,997
47567,"Swift Current Cda, Sk","CANADA",50.266,-107.733,825
47568,"Swift River, Yt","CANADA",60,-131.18,891
47571,"Syangja","NEPAL",28.066,83.85,860
47579,"Sydney On Vaal","SOUTH AFRICA",-28.43,24.29,1040
47582,"Syktyvkar","RUSSIAN FEDERATION",61.69,50.84,96
47584,"Sylacauga 4 Ne","UNITED STATES",33.2,-86.2,149
47585,"Sylhet","BANGLADESH",24.9,91.88,35
47590,"Syracuse","UNITED STATES",37.983,-101.75,994
47617,"Ta Hsien","CHINA",31.25,107.433,297
47626,"Tabarka","TUNISIA",36.95,8.75,21
47627,"Tabas","IRAN, ISLAMIC REPUBLIC OF",33.6,56.916,711
47636,"Taber, Al","CANADA",49.78,-112.12,808
47645,"Table Island","INDIA",14.15,93.35,27
47653,"Taboga","COSTA RICA",10.35,-85.15,40
47660,"Tabora Observatory","TANZANIA",-5.033,32.816,1265
47670,"Tabuk","SAUDI ARABIA",28.366,36.633,776
47672,"Tabulam (Muirne)","AUSTRALIA",-28.75,152.45,555
47675,"Tacaagle","ARGENTINA",-24.966,-58.816,87
47677,"Tacagua","BOLIVIA",-18.88,-66.76,3720
47682,"Tacambaro","MEXICO",19.23,-101.46,1755
47683,"Tacaratu","BRAZIL",-9.083,-38.133,550
47691,"Tachikawa","JAPAN",35.7,139.4,101
47694,"Tacloban","PHILIPPINES",11.25,125,3
47696,"Tacna","PERU",-18.066,-70.25,458
47697,"Tacoma/Mc Chord Afb","UNITED STATES",47.15,-122.48,88
47698,"Tacony 10 Se","UNITED STATES",38.383,-104.066,1512
47702,"Tacuane Madal","MOZAMBIQUE",-16.35,36.366,400
47705,"Tacubaya","MEXICO",28.316,-104.56,1570
47706,"Tacueyo","COLOMBIA",3.04,-76.21,1790
47719,"Taech'on","KOREA, REPUBLIC OF",36.33,126.6,33
47723,"Taegwallyong","KOREA, REPUBLIC OF",37.68,128.75,843
47728,"Tafelberg","SURINAME",3.78,-56.04,344
47740,"Tagua La","COLOMBIA",-0.06,-74.66,153
47743,"Taguatinga","BRAZIL",-12.41,-45.43,603
47744,"Taguatinga","BRAZIL",-12.4,-46.433,604
47755,"Tahirova T A C","TURKEY",40.3,27.5,10
47760,"Tahlequah","UNITED STATES",35.935,-94.97,259
47763,"Tahoka","UNITED STATES",33.166,-101.8,949
47764,"Tahoua","NIGER",14.9,5.25,391
47766,"Tahrir","EGYPT",30.65,30.7,16
47772,"Tai Chung","TAIWAN",24.13,120.68,77
47780,"Tai Shan","CHINA",36.25,117.1,1536
47781,"Tai Tung","TAIWAN",22.716,121.116,9
47786,"Taichung (Tw Afb)","TAIWAN",24.183,120.65,112
47787,"Taif","SAUDI ARABIA",21.483,40.55,1454
47797,"Taipei","TAIWAN",25.016,121.483,9
47798,"Taiping","MALAYSIA",4.866,100.733,18
47799,"Taipu","BRAZIL",-5.62,-35.583,50
47805,"Taishan","CHINA",27,120.7,107
47807,"Taiyuan","CHINA",37.78,112.55,779
47808,"Taiyuan","CHINA",37.86,112.54,782
47818,"Tak Fah","THAILAND",15.3,100.5,87
47823,"Takamatsu","JAPAN",34.32,134.05,10
47828,"Takayama","JAPAN",36.15,137.25,561
47831,"Takengon","INDONESIA",4.633,96.816,1204
47836,"Takoradi","GHANA",4.883,-1.766,9
47875,"Talejung","NEPAL",27.333,87.633,1768
47883,"Talkeetna","UNITED STATES",62.3,-150.1,107
47885,"Talladega","UNITED STATES",33.435,-86.1,169
47894,"Tallulah","UNITED STATES",32.4,-91.216,26
47900,"Taloga","UNITED STATES",36.033,-98.966,520
47914,"Tamale","GHANA",9.5,-0.85,173
47923,"Tamanrasset","ALGERIA",22.783,5.516,1378
47940,"Tamatave Toamasina","MADAGASCAR",-18.116,49.4,5
47941,"Tamayo","DOMINICAN REPUBLIC",18.383,-71.216,21
47944,"Tamazula Gordian","MEXICO",19.64,-103.16,1284
47956,"Tambacounda","SENEGAL",13.76,-13.68,50
47958,"Tambe","BRAZIL",-7.42,-35.12,190
47966,"Tambohorano","MADAGASCAR",-17.516,43.966,20
47969,"Tambora","INDONESIA",-8.2,117.833,500
47972,"Tamboril","BRAZIL",-4.816,-40.316,360
47975,"Tambov","RUSSIAN FEDERATION",52.8,41.333,128
47990,"Tamiami Trl 4o Mi Bend","UNITED STATES",25.75,-80.833,5
47991,"Taminango","COLOMBIA",1.54,-77.24,1875
48001,"Tampa/Int'l Arpt Fl","UNITED STATES",27.966,-82.45,3
48013,"Tampin","MALAYSIA",2.466,102.233,61
48017,"Tamworth 3","UNITED STATES",43.9,-71.3,239
48021,"Tan Tan","MOROCCO",28.45,-11.15,200
48025,"Tanah Mera","PAPUA NEW GUINEA",-6.1,140.266,13
48036,"Tanana","UNITED STATES",65.17,-152.1,67
48040,"Tancochapa","MEXICO",17.89,-94.08,55
48049,"Tandil Aero","ARGENTINA",-37.233,-59.25,175
48051,"Tandjoengpandan","INDONESIA",-2.73,107.63,3
48060,"Tanegashima","JAPAN",30.73,131,18
48061,"Tanga","TANZANIA",-5.083,39.066,35
48065,"Tangancicuaro","MEXICO",19.88,-102.21,1700
48075,"Tanger(Aerodrome)","MOROCCO",35.733,-5.9,21
48078,"Tangier Island","UNITED STATES",37.833,-76,2
48095,"Tanhuato","MEXICO",20.26,-102.34,1540
48110,"Tanjungpinang","INDONESIA",0.92,104.53,18
48129,"Tansen","NEPAL",27.866,83.533,1067
48138,"Tantima","MEXICO",21.33,-97.83,282
48141,"Tantoyuca","MEXICO",21.34,-98.21,217
48151,"Taoyuan","CHINA",25.05,121.216,48
48155,"Tapacura","BRAZIL",-8.155,-35.166,99
48162,"Tapalpa","MEXICO",19.94,-103.74,2060
48176,"Taperoa","BRAZIL",-7.183,-36.816,500
48195,"Taplethok","NEPAL",27.466,87.766,1383
48197,"Tapoco","UNITED STATES",35.45,-83.933,338
48208,"Taquaritinga Do","BRAZIL",-7.883,-36.016,785
48215,"Tara","RUSSIAN FEDERATION",56.9,74.38,72
48218,"Taracua","BRAZIL",-0.1,-68.233,105
48220,"Tarahawa","NEPAL",26.7,87.266,200
48230,"Taralga Post Office","AUSTRALIA",-34.4,149.82,845
48236,"Tarango","MEXICO",19.34,-99.23,2377
48237,"Taranto","ITALY",40.466,17.233,15
48242,"Tarapoto","PERU",-6.45,-76.383,282
48246,"Tarauaca","BRAZIL",-8.26,-71.26,190
48250,"Taraza","COLOMBIA",7.58,-75.39,120
48255,"Tarcoola Post Office","AUSTRALIA",-30.72,134.57,120
48258,"Taree Radio Station 2re","AUSTRALIA",-31.9,152.48,6
48267,"Tarialan","MONGOLIA",49.566,102,1235
48270,"Tarija","BOLIVIA",-21.53,-64.78,1904
48280,"Tarkio","UNITED STATES",40.45,-95.383,317
48293,"Taro Island","SOLOMON ISLANDS",-6.7,156.38,3
48303,"Tarpon Springs Sewage Plant","UNITED STATES",28.15,-82.75,2
48307,"Tarragona","SPAIN",41.116,1.25,66
48313,"Tartous","SYRIA",34.883,35.883,5
48318,"Tarvisio","ITALY",46.5,13.58,778
48339,"Tasu Sound, Bc","CANADA",52.77,-132.05,15
48347,"Tateno","JAPAN",36.05,140.133,25
48349,"Tateyama","JAPAN",34.983,139.866,6
48352,"Tatlayoko Lake, Bc","CANADA",51.67,-124.4,853
48365,"Tatum","UNITED STATES",33.266,-103.316,1250
48368,"Tatvan","TURKEY",38.52,42.27,1664
48369,"Taua","BRAZIL",-6,-40.416,399
48376,"Taulihawa","NEPAL",27.545,83.066,94
48379,"Taunggyi","MYANMAR",20.783,97.05,1436
48381,"Taunton","UNITED STATES",41.91,-71.07,6
48384,"Taura","ECUADOR",-2.3,-79.7,17
48385,"Tauramena","COLOMBIA",5.01,-72.74,450
48386,"Tauranga Aero","NEW ZEALAND",-37.6665,176.2,4
48392,"Tavernier","UNITED STATES",25,-80.516,2
48408,"Taxco","MEXICO",18.54,-99.59,1800
48413,"Tayabas","PHILIPPINES",14.03,121.58,158
48422,"Taylor Park","UNITED STATES",38.816,-106.616,2806
48431,"Tazerbo","LIBYAN ARAB JAMAHIRIYA",25.8,21.133,260
48445,"Tchibanga","GABON",-2.85,11.016,79
48478,"Tebessa","ALGERIA",35.39,8.115,863
48479,"Tebessa","ALGERIA",35.483,8.133,813
48485,"Tecolotlan","MEXICO",20.21,-104.04,1280
48487,"Tecolutla","MEXICO",20.48,-97.01,3
48498,"Tecozautla","MEXICO",20.53,-99.63,1720
48507,"Tecumseh","UNITED STATES",40.37,-96.22,351
48508,"Tecumseh 4 E","UNITED STATES",40.383,-96.116,357
48511,"Tefe","BRAZIL",-3.59,-65.16,47
48513,"Tefenni","TURKEY",37.3,29.8,1140
48514,"Tegal","INDONESIA",-6.85,109.15,10
48521,"Tehachapi","UNITED STATES",35.133,-118.45,1224
48525,"Tehran Mehrabad","IRAN, ISLAMIC REPUBLIC OF",35.68,51.35,1191
48539,"Teixeira","BRAZIL",-7.2,-37.25,770
48551,"Tejon Rancho","UNITED STATES",35.03,-118.75,434
48553,"Tejucuoca","BRAZIL",-4.02,-39.52,170
48564,"Tekirdag","TURKEY",40.98,27.48,4
48566,"Tel Abiad","SYRIA",36.7,38.95,349
48571,"Tel Hadya","SYRIA",36.01,36.93,284
48573,"Tel Shehab","SYRIA",32.7,35.983,399
48578,"Tela (Tela R.R.)","HONDURAS",15.78,-87.46,3
48581,"Telchac Puerto","MEXICO",21.33,-89.26,10
48588,"Telegraph Creek, Bc","CANADA",57.9,-131.33,250
48589,"Telegraph Creek, Bc","CANADA",57.9,-131.17,183
48590,"Telemaco Borba","BRAZIL",-24.316,-50.61,768
48600,"Telkwa, Bc","CANADA",54.65,-126.83,683
48602,"Tell City","UNITED STATES",37.95,-86.766,122
48607,"Teloloapan","MEXICO",18.36,-99.86,1660
48612,"Telsiai","LITHUANIA",55.966,22.25,153
48641,"Temblador Mop","VENEZUELA",9.01,-62.64,30
48662,"Tempio Pausania Aeroitaly","ITALY",40.9,9.1,569
48664,"Temple","UNITED STATES",31.083,-97.366,213
48673,"Tena","ECUADOR",-0.966,-77.82,527
48674,"Tenabo","MEXICO",20.03,-90.23,7
48681,"Tenancingo","MEXICO",18.96,-99.6,2025
48685,"Tenango De Doria","MEXICO",20.34,-98.21,1800
48687,"Tenango Del Vall","MEXICO",19.09,-99.58,2660
48701,"Tenerife","COLOMBIA",3.73,-76.08,2609
48707,"Tengboche","NEPAL",27.816,86.75,3857
48708,"Tengchong","CHINA",25.07,98.48,1649
48713,"Tenguel","ECUADOR",-2.966,-79.766,15
48721,"Tenkodogo","BURKINA FASO",11.77,-0.355,265
48730,"Tenosique","MEXICO",17.48,-91.41,60
48732,"Tensleep 16 Sse","UNITED STATES",43.816,-107.366,1426
48738,"Teocaltiche","MEXICO",21.43,-102.57,1799
48741,"Teocelo","MEXICO",19.37,-96.955,1218
48747,"Teofilo Otoni","BRAZIL",-17.85,-41.5,356
48748,"Teofilo Otoni","BRAZIL",-17.76,-41.43,328
48760,"Tepalcatepec","MEXICO",19.17,-102.82,396
48775,"Tepehuanes","MEXICO",25.316,-105.71,1786
48779,"Tepelmeme","MEXICO",17.86,-97.34,2060
48794,"Tepexi Rodriguez","MEXICO",18.58,-97.93,1746
48796,"Tepexpan","MEXICO",19.61,-98.91,2240
48803,"Tepi","ETHIOPIA",7.083,35.25,1200
48821,"Tequila","MEXICO",20.89,-103.83,1218
48828,"Terang Post Office","AUSTRALIA",-38.25,142.92,132
48830,"Tercan","TURKEY",39.8,40.4,1448
48834,"Teresina","BRAZIL",-5.05,-42.816,69
48835,"Teresopolis","BRAZIL",-22.45,-42.916,873
48842,"Terezopolis","BRAZIL",-27.783,-48.755,222
48849,"Termo 1 E","UNITED STATES",40.866,-120.433,1615
48850,"Termoli","ITALY",42,15,44
48853,"Ternej","RUSSIAN FEDERATION",45.03,136.67,68
48857,"Terra Nova","BRAZIL",-8.22,-39.366,355
48862,"Terrace Bay, On","CANADA",48.8,-87.1,289
48863,"Terrace, B.C.","CANADA",54.47,-128.58,217
48866,"Terre Haute 8 S","UNITED STATES",39.35,-87.416,169
48873,"Terry","UNITED STATES",46.8,-105.3,685
48874,"Terry 21 Nnw","UNITED STATES",47.066,-105.5,992
48875,"Teruel","SPAIN",40.35,-1.116,902
48886,"Tesorito","COLOMBIA",3.01,-76.08,2339
48891,"Tessalit","MALI",20.2,0.983,491
48896,"Tete","MOZAMBIQUE",-16.183,33.583,150
48897,"Tete A La Baleine, Qu","CANADA",50.7,-59.32,9
48900,"Tetelcingo","MEXICO",18.86,-98.93,1420
48909,"Tetonia Exp Station","UNITED STATES",43.85,-111.266,1881
48925,"Texarkana/Faa Airport","UNITED STATES",33.45,-94,110
48926,"Texas Post Office","AUSTRALIA",-28.85,151.17,284
48930,"Teyateyaneng","LESOTHO",-29.15,27.733,1690
48932,"Teziutlan","MEXICO",19.81,-97.35,1990
48933,"Tezontepec","MEXICO",19.88,-98.81,2280
48942,"Tha Phra","THAILAND",16.3,102.8,166
48947,"Thaba Tseka","LESOTHO",-29.52,28.595,2160
48950,"Thabazimbi","SOUTH AFRICA",-24.583,27.416,1000
48951,"Thabina","SOUTH AFRICA",-23.96,30.28,700
48954,"Thakhek","LAO PEOPLE'S DEMOCRATIC REPUBLIC",17.36,104.78,134
48955,"Thakhek","LAO PEOPLE'S DEMOCRATIC REPUBLIC",17.383,104.65,152
48964,"Thamachit","NEPAL",28.15,85.3,1847
48973,"Thanh Hoa","VIETNAM",19.8,105.783,7
48984,"Tharrawaddy","MYANMAR",17.633,95.8,15
48992,"Thayetmyio","MYANMAR",19.3,95.15,60
49001,"The Pas, Man.","CANADA",53.97,-101.1,271
49008,"The Springs (Mountain Lodge)","AUSTRALIA",-42.917,147.25,720
49010,"Theilman","UNITED STATES",44.3,-92.2,225
49013,"Thermal/Faa Airport","UNITED STATES",33.63,-116.17,-34
49014,"Thermopolis 2","UNITED STATES",43.65,-108.216,1341
49015,"Thermopolis 25 Wnw","UNITED STATES",43.716,-108.683,1736
49018,"Thessaloniki","GREECE",40.616,22.95,25
49019,"Thessaloniki Mikra","GREECE",40.516,22.966,4
49027,"Thibru","NEPAL",29.3,81.75,1006
49032,"Thies","SENEGAL",14.8,-16.95,76
49058,"Thiokol Plant 78","UNITED STATES",41.716,-112.433,1402
49065,"Thomaston 2 S","UNITED STATES",32.866,-84.316,203
49071,"Thompson","UNITED STATES",38.97,-109.72,1555
49072,"Thompson Falls","UNITED STATES",47.6,-115.366,725
49075,"Thompsons 3 Wsw","UNITED STATES",29.483,-95.633,22
49085,"Thoreau 5 Ene","UNITED STATES",35.433,-108.15,2164
49086,"Thorhult 1 S","UNITED STATES",48.216,-95.25,363
49096,"Thorsby Exp Station","UNITED STATES",32.883,-86.7,207
49098,"Thredbo (Crackenback Station)","AUSTRALIA",-36.48,148.28,1957
49099,"Thredbo Village","AUSTRALIA",-36.5,148.3,1380
49101,"Three Hills, Al","CANADA",51.65,-113.3,841
49102,"Three Lynx","UNITED STATES",45.12,-122.07,342
49104,"Three Rivers","UNITED STATES",41.933,-85.633,247
49106,"Three Rvrs Edison Ph 1","UNITED STATES",36.466,-118.866,347
49107,"Throckmorton 2 W","UNITED STATES",33.183,-99.2,427
49111,"Thule/Op Site","GREENLAND",76.52,-68.83,77
49117,"Thunder Bay A, On","CANADA",48.37,-89.32,199
49127,"Thyolo","MALAWI",-16.13,35.216,820
49131,"Tiangua","BRAZIL",-3.716,-40.966,795
49133,"Tianjin","CHINA",39.1,117.17,5
49137,"Tianshui","CHINA",34.58,105.75,1143
49143,"Tibacuy","COLOMBIA",4.35,-74.45,1550
49145,"Tibagi","BRAZIL",-24.51,-50.41,700
49152,"Tiber Dam","UNITED STATES",48.316,-111.083,869
49183,"Tidewater","UNITED STATES",44.416,-123.9,15
49184,"Tidjikja","MAURITANIA",18.566,-11.433,402
49189,"Tien Shui","CHINA",34.483,106,1132
49195,"Tierra Amarilla 4 Nnw","UNITED STATES",36.75,-106.566,2263
49217,"Tiger Creek P H","UNITED STATES",38.45,-120.483,718
49220,"Tihosuco","MEXICO",20.25,-88.35,24
49227,"Tijuana","MEXICO",32.53,-117.05,55
49230,"Tijucas Do Sul","BRAZIL",-25.9,-49.25,800
49231,"Tikal","GUATEMALA",17.21,-89.583,198
49249,"Tilden 4 Sse","UNITED STATES",28.416,-98.533,105
49253,"Tillabery","NIGER",14.2,1.45,210
49255,"Tillamook","UNITED STATES",45.416,-123.816,11
49256,"Tillamook 1w","UNITED STATES",45.455,-123.87,3
49257,"Tillembeya","MALI",14.15,-4.983,259
49262,"Tilzapotla","MEXICO",18.49,-99.26,1020
49273,"Timbauba","BRAZIL",-7.515,-35.315,190
49274,"Timbauba","BRAZIL",-7.02,-38.283,520
49278,"Timber Lake","UNITED STATES",45.433,-101.066,655
49280,"Timberville 3 E","UNITED STATES",38.65,-78.716,305
49289,"Timimoun","ALGERIA",29.23,0.21,340
49290,"Timimoun","ALGERIA",29.25,0.283,312
49294,"Timmins A, On","CANADA",48.57,-81.37,295
49299,"Timpanogos Cave","UNITED STATES",40.45,-111.7,1719
49300,"Timure","NEPAL",28.25,85.35,1900
49302,"Tin Zaouatene","ALGERIA",19.933,2.9,610
49318,"Tindouf","ALGERIA",27.66,-8.166,431
49326,"Tingo Maria","PERU",-9.28,-76,660
49331,"Tingri","CHINA",28.63,87.08,4301
49334,"Tinogasta","ARGENTINA",-28.066,-67.566,1201
49341,"Tioga 1 E","UNITED STATES",48.4,-102.916,684
49343,"Tionesta 2 Se Lake","UNITED STATES",41.483,-79.433,366
49350,"Tipton","UNITED STATES",41.783,-91.116,235
49352,"Tiputini","ECUADOR",-0.783,-75.516,220
49358,"Tiraque","BOLIVIA",-17.366,-65.716,3221
49361,"Tiree","UNITED KINGDOM",56.5,-6.883,9
49365,"Tirios","BRAZIL",2.483,-55.983,326
49401,"Tiskilwa 2 Se","UNITED STATES",41.266,-89.466,195
49408,"Titizima/Chichijima","JAPAN",27.1,142.2,4
49413,"Titusville","UNITED STATES",28.516,-80.8,11
49416,"Titusville Waterworks","UNITED STATES",41.633,-79.7,372
49426,"Tixtla","MEXICO",17.56,-99.41,1600
49436,"Tizimin","MEXICO",21.14,-88.16,13
49448,"Tjipetir","INDONESIA",-6.866,106.683,570
49450,"Tjolotjo","ZIMBABWE",-19.75,27.766,1100
49454,"Tlachichuca","MEXICO",19.13,-97.41,2590
49461,"Tlacotepec","MEXICO",17.78,-99.98,1650
49464,"Tlacotepec Benit","MEXICO",18.68,-97.66,1950
49475,"Tlalixcoyan","MEXICO",18.79,-96.04,84
49487,"Tlaquepaque","MEXICO",20.63,-103.31,1593
49492,"Tlaxco","MEXICO",19.61,-98.11,2540
49511,"Tobermory, On","CANADA",45.25,-81.67,183
49512,"Tobias Barreto","BRAZIL",-11.166,-38,157
49515,"Tobol'sk","RUSSIAN FEDERATION",58.15,68.25,50
49518,"Tobruk","LIBYAN ARAB JAMAHIRIYA",32.1,23.916,50
49520,"Tobyhanna","UNITED STATES",41.183,-75.416,590
49537,"Tocumwal Post Office","AUSTRALIA",-35.82,145.57,111
49543,"Todagin Ranch, Bc","CANADA",57.6,-130.07,899
49551,"Todos Santos","BOLIVIA",-16.766,-65.183,335
49560,"Tofino A, Bc","CANADA",49.08,-125.77,24
49567,"Tohayana","MEXICO",26.133,-107.833,350
49570,"Tok","UNITED STATES",63.316,-142.716,509
49571,"Tokai","SOUTH AFRICA",-34.04,18.41,56
49573,"Tokar","SUDAN",18.433,37.733,19
49576,"Toketee Falls","UNITED STATES",43.283,-122.45,628
49577,"Tokha","NEPAL",27.766,85.333,1790
49583,"Tokushima","JAPAN",34.066,134.583,2
49586,"Tokyo","JAPAN",35.68,139.76,36
49594,"Toledo","SPAIN",39.883,-4.05,516
49596,"Toledo","UNITED STATES",41.985,-92.585,271
49599,"Toledo Blade","UNITED STATES",41.65,-83.533,181
49600,"Toledo/Expres","UNITED STATES",41.6,-83.8,211
49603,"Toliman","MEXICO",19.59,-103.91,740
49604,"Toliman","MEXICO",20.9,-99.93,1535
49631,"Tomahawk 1 Wsw","UNITED STATES",37.866,-82.616,210
49636,"Tomarza","TURKEY",38.5,35.8,1400
49639,"Tomatlan","MEXICO",19.93,-105.24,38
49641,"Tomazina","BRAZIL",-23.75,-49.933,500
49647,"Tombouctou","MALI",16.716,-3,264
49650,"Tombstone","UNITED STATES",31.7,-110.05,1406
49658,"Tominio","COLOMBIA",3.06,-76.19,1838
49664,"Toms River","UNITED STATES",39.95,-74.216,3
49667,"Tomsk","RUSSIAN FEDERATION",56.5,84.916,139
49669,"Tonala","MEXICO",16.08,-93.74,54
49687,"Tongde","CHINA",35.27,100.65,3290
49688,"Tonghe","CHINA",45.97,128.73,110
49693,"Tongliao","CHINA",43.6,122.27,180
49707,"Tonj","SUDAN",7.283,28.75,429
49713,"Tonopah/Airport","UNITED STATES",38.07,-117.08,1654
49719,"Tonsina","UNITED STATES",61.65,-145.183,457
49724,"Tooele","UNITED STATES",40.316,-112.3,1628
49733,"Tooroi","MONGOLIA",44.933,96.766,1182
49741,"Topaz Lake","UNITED STATES",38.7,-119.516,1530
49752,"Topo Chico","MEXICO",25.783,-100.41,523
49765,"Torbat Heydarieh","IRAN, ISLAMIC REPUBLIC OF",35.266,59.216,1333
49769,"Toribio","COLOMBIA",2.94,-76.26,1713
49772,"Torino","ITALY",45.083,7.666,238
49790,"Toro Negro","VENEZUELA",8.29,-66.24,88
49800,"Toronto Lake","UNITED STATES",37.75,-95.933,293
49803,"Toronto, On","CANADA",43.67,-79.4,112
49804,"Tororo","UGANDA",0.683,34.166,1171
49807,"Torrance Municipal","UNITED STATES",33.8,-118.333,34
49813,"Torre Olevola Aero","ITALY",41.2,13.1,4
49816,"Torrejon","SPAIN",40.48,-3.45,608
49822,"Torreon","UNITED STATES",35.8,-107.183,2042
49844,"Tortosa","SPAIN",40.816,0.5,50
49846,"Tortum","TURKEY",40.3,41.6,1602
49847,"Torun","POLAND",53.033,18.583,69
49853,"Tosari","INDONESIA",-7.883,112.916,1735
49858,"Tosontsengel","MONGOLIA",48.733,98.28,1723
49861,"Tosya","TURKEY",41,34,829
49865,"Totatiche","MEXICO",21.93,-103.44,1770
49875,"Totonicapan","GUATEMALA",14.883,-91.333,2495
49876,"Totora","BOLIVIA",-17.683,-65.15,2789
49881,"Tottori","JAPAN",35.48,134.23,15
49890,"Tougan","BURKINA FASO",13.055,-3.055,269
49891,"Touggourt","ALGERIA",33.11,6.06,69
49892,"Touggourt","ALGERIA",33.116,6.133,85
49903,"Toul Rosieres","FRANCE",48.78,5.48,298
49906,"Toulon","FRANCE",43.1,5.933,27
49907,"Toulouse Blagnac","FRANCE",43.633,1.366,153
49912,"Toungoo","MYANMAR",18.916,96.466,49
49916,"Touros","BRAZIL",-5.183,-35.46,4
49917,"Tours","FRANCE",47.45,0.716,112
49919,"Touwsrivier","SOUTH AFRICA",-33.34,20.04,778
49926,"Tower 3 S","UNITED STATES",47.75,-92.283,445
49927,"Tower Falls","UNITED STATES",44.916,-110.416,1910
49931,"Town Bluff Dam","UNITED STATES",30.8,-94.183,65
49935,"Towner 2ne","UNITED STATES",48.355,-100.41,451
49936,"Townsend","UNITED STATES",46.316,-111.516,1170
49939,"Towson","UNITED STATES",39.383,-76.566,119
49946,"Tozeur","TUNISIA",33.916,8.1,93
49950,"Tracadie, Nb","CANADA",47.52,-64.92,15
49951,"Tracateua","BRAZIL",-1.08,-47.16,35
49953,"Tracy","UNITED STATES",44.233,-95.616,428
49954,"Tracy Carbona","UNITED STATES",37.7,-121.416,43
49955,"Tracy Pumping Plant","UNITED STATES",37.8,-121.583,19
49960,"Traipu","BRAZIL",-9.965,-36.966,40
49967,"Tranebjerg","DENMARK",55.85,10.6,11
49974,"Trangie Post Office","AUSTRALIA",-32.03,147.98,219
49982,"Transou","UNITED STATES",36.4,-81.3,876
49986,"Trapani","ITALY",38.016,12.5,15
49991,"Trapiche Caloto","COLOMBIA",3.01,-76.26,1500
49993,"Trappes","FRANCE",48.766,2.016,168
50000,"Travis/Field Afb","UNITED STATES",38.27,-121.93,18
50009,"Treinta Y Tres","URUGUAY",-33.18,-54.34,30
50014,"Trelew Aero","ARGENTINA",-43.2,-65.266,43
50018,"Trempealeau Dam 6","UNITED STATES",44,-91.433,201
50019,"Trenque Lauquen","ARGENTINA",-35.955,-62.71,96
50029,"Trenton","UNITED STATES",40.083,-93.633,255
50030,"Trenton","UNITED STATES",40.2,-74.8,17
50032,"Trenton Dam","UNITED STATES",40.166,-101.066,856
50038,"Tres Arroyos Aer","ARGENTINA",-38.38,-60.26,109
50041,"Tres Coracoes","BRAZIL",-21.7,-45.25,892
50047,"Tres Esquinas","COLOMBIA",0.74,-75.21,219
50059,"Tres Piedras","UNITED STATES",36.666,-105.983,2472
50063,"Trevico","ITALY",41.05,15.233,1093
50064,"Treviso(Civ/It Afb)","ITALY",45.65,12.183,23
50069,"Triangle Hill","ZIMBABWE",-20.95,31.366,421
50075,"Tribeni","NEPAL",27.466,83.916,143
50077,"Tribhuban Int'l","NEPAL",27.666,85.35,1336
50079,"Tribune 1 W","UNITED STATES",38.466,-101.766,1108
50081,"Trident","UNITED STATES",45.95,-111.483,1230
50083,"Trier Petrisberg","GERMANY",49.75,6.66,273
50084,"Trieste","ITALY",45.65,13.75,20
50087,"Trikala","GREECE",39.55,21.766,116
50089,"Trikoukkia N.G.","CYPRUS",34.933,32.833,1340
50093,"Trincomalee","SRI LANKA",8.58,81.25,7
50098,"Trinidad","BOLIVIA",-14.74,-64.79,235
50107,"Trinidad(Aasana)","BOLIVIA",-14.85,-64.95,157
50108,"Trinidad/Faa Arpt","UNITED STATES",37.25,-104.33,1751
50111,"Trinkot","AFGHANISTAN",32.616,65.866,1350
50114,"Tripoli","LEBANON",34.45,35.8,6
50118,"Tripoli","UNITED STATES",42.816,-92.25,287
50119,"Tripoli Inter National","LIBYAN ARAB JAMAHIRIYA",32.666,13.15,81
50122,"Tristan Da Cunha","SOUTH AFRICA",-37.05,-12.32,23
50123,"Trisuli Dam","NEPAL",27.883,85.116,915
50126,"Trivandrum","INDIA",8.48,76.95,64
50127,"Trochu Equity, Al","CANADA",51.78,-113.2,854
